Realm	Subrealm	Kingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	ICTV_ID
Duplodnaviria		Heunggongvirae	Peploviricota		Herviviricetes		Herpesvirales		Alloherpesviridae		Salmovirus		Salmovirus salmonidallo1	ICTV20093046
Duplodnaviria		Heunggongvirae	Peploviricota		Herviviricetes		Herpesvirales		Alloherpesviridae		Salmovirus		Salmovirus salmonidallo2	ICTV20093047
Duplodnaviria		Heunggongvirae	Peploviricota		Herviviricetes		Herpesvirales		Alloherpesviridae		Salmovirus		Salmovirus salmonidallo3	ICTV20095288
Riboviria		Orthornavirae	Pisuviricota		Pisoniviricetes		Picornavirales		Caliciviridae		Salovirus		Salovirus nordlandense	ICTV201856503
									Halspiviridae		Salterprovirus		Salterprovirus australiense	ICTV20042241
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Saltrevirus		Saltrevirus sv64795sal3	ICTV202113642
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Arquatrovirinae	Salutenavirus		Salutenavirus salutena	ICTV202113134
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Beaumontvirinae	Salvavirus		Salvavirus salva	ICTV202214517
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Casjensviridae		Salvovirus		Salvovirus bacata	ICTV202112994
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Casjensviridae		Salvovirus		Salvovirus salvo	ICTV201856884
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Samaravirus		Samaravirus sam46	ICTV202319266
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Sambuevirus		Sambuevirus dinebrivicinum	ICTV202316640
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Sambuevirus		Sambuevirus lutenecus	ICTV202316641
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Samektorquevirus		Samektorquevirus hominid15	ICTV202317811
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Samektorquevirus		Samektorquevirus hominid16	ICTV202317812
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Samektorquevirus		Samektorquevirus hominid17	ICTV202317813
Floreoviria		Shotokuvirae	Commensaviricota		Cardeaviricetes		Sanitavirales		Anelloviridae		Samektorquevirus		Samektorquevirus hominid18	ICTV202317814
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Samistivirus		Samistivirus bmoc	ICTV202112977
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Samistivirus		Samistivirus braelyn	ICTV202112980
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Samistivirus		Samistivirus daubenski	ICTV202112976
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Samistivirus		Samistivirus egole	ICTV202112978
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Samistivirus		Samistivirus evy	ICTV202112979
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Samistivirus		Samistivirus jay2jay	ICTV201856783
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Samistivirus		Samistivirus mildred21	ICTV201856785
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Samistivirus		Samistivirus nootnoot	ICTV201856784
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Samistivirus		Samistivirus paradiddles	ICTV201856782
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Samistivirus		Samistivirus peebs	ICTV201856781
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Stanwilliamsviridae	Boydwoodruffvirinae	Samistivirus		Samistivirus samisti12	ICTV201856780
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Saparoviridae		Samsavirus		Samsavirus crystalli	ICTV202112176
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Pituviridae		Samsivirus		Samsivirus Kp48802	ICTV202523127
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Samunavirus		Samunavirus SM1	ICTV201856869
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Duinviridae		Samuneavirus		Samuneavirus asiocola	ICTV202010852
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Frobishervirinae	Samwavirus		Samwavirus StAB	ICTV202011960
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Frobishervirinae	Samwavirus		Samwavirus adelaide	ICTV202011962
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Frobishervirinae	Samwavirus		Samwavirus dina	ICTV202011961
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Frobishervirinae	Samwavirus		Samwavirus samW	ICTV201907653
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Frobishervirinae	Samwavirus		Samwavirus stiles	ICTV202011959
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Sanchirvirus		Sanchirvirus lawatis	ICTV202318909
Floreoviria		Shotokuvirae	Cossaviricota		Quintoviricetes		Piccovirales		Parvoviridae	Parvovirinae	Sandeparvovirus		Sandeparvovirus perciform1	ICTV202214044
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Sandinevirus		Sandinevirus BK5T	ICTV202011764
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Peduoviridae		Sanguivirus		Sanguivirus H5569V	ICTV202112858
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Sanivirus		Sanivirus maringis	ICTV202318910
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Sanivirus		Sanivirus suspensae	ICTV202318911
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Casjensviridae		Sanovirus		Sanovirus sano	ICTV201856883
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Sansavirus		Sansavirus sansa	ICTV201907658
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Lispiviridae		Sanstrivirus		Sanstrivirus gerridis	ICTV20151179
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Santafevirus		Santafevirus sf40AC	ICTV202112915
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Santhisvirus		Santhisvirus jojo24	ICTV202318857
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Santhisvirus		Santhisvirus reyja	ICTV202318856
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Santhisvirus		Santhisvirus santhid	ICTV202318854
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Santhisvirus		Santhisvirus tarzan	ICTV202318855
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Schitoviridae	Rhodovirinae	Sanyabayvirus		Sanyabayvirus DS1410Ws06	ICTV202011793
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Saothovirus		Saothovirus cruti	ICTV202318914
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Saothovirus		Saothovirus dianchis	ICTV202318915
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Saothovirus		Saothovirus lawatis	ICTV202318912
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Saothovirus		Saothovirus manatis	ICTV202318917
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Saothovirus		Saothovirus maringis	ICTV202318913
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Saothovirus		Saothovirus mintis	ICTV202318916
Riboviria		Orthornavirae	Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Ensavirinae	Sapelovirus		Sapelovirus anglia	ICTV19790566
Riboviria		Orthornavirae	Pisuviricota		Pisoniviricetes		Picornavirales		Picornaviridae	Ensavirinae	Sapelovirus		Sapelovirus besimi	ICTV20094365
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Saphexavirus		Saphexavirus BC611	ICTV20140436
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Saphexavirus		Saphexavirus IMEEF1	ICTV20140437
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Saphexavirus		Saphexavirus SAP6	ICTV20140435
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Saphexavirus		Saphexavirus SPQS1	ICTV20140438
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Saphexavirus		Saphexavirus SSsP1	ICTV202319267
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Saphexavirus		Saphexavirus VD13	ICTV20140439
Riboviria		Orthornavirae	Pisuviricota		Pisoniviricetes		Picornavirales		Caliciviridae		Sapovirus		Sapovirus sapporoense	ICTV19981213
Riboviria		Orthornavirae	Negarnaviricota	Polyploviricotina	Insthoviricetes		Articulavirales		Orthomyxoviridae		Sardinovirus		Sardinovirus pilchardi	ICTV202112230
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Sargevirus		Sargevirus sarge	ICTV202214958
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Autographivirales		Autotranscriptaviridae	Studiervirinae	Sarmavirus		Sarmavirus sarma103	ICTV202421349
Efunaviria		Loebvirae	Hofneiviricota		Faserviricetes		Tubulavirales		Inoviridae		Sarmentivirus		Sarmentivirus 25	ICTV202522016
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Sarumanvirus		Sarumanvirus bcepsaruman	ICTV202011766
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Sarumanvirus		Sarumanvirus bcepsauron	ICTV202011767
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Sasdunavirus		Sasdunavirus SASD1	ICTV202214876
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Sashavirus		Sashavirus sasha	ICTV201908027
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Sasquatchvirus		Sasquatchvirus Y3	ICTV201907923
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Sasvirus		Sasvirus BFK20	ICTV201856834
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Konodaiviridae		Satomivirus		Satomivirus wayo	ICTV202319188
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Gredzevirales		Gandrviridae		Satyrivirus		Satyrivirus cordulis	ICTV202318839
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Saudhavirus		Saudhavirus asiohabitans	ICTV202010334
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Drexlerviridae		Sauletekiovirus		Sauletekiovirus AAS23	ICTV201908174
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Saundersvirus		Saundersvirus Tp84	ICTV20175563
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Autographivirales		Autoscriptoviridae		Savitribaivirus		Savitribaivirus PS	ICTV202421188
Floreoviria		Shotokuvirae	Cressdnaviricota		Arfiviricetes		Saturnivirales		Kanorauviridae		Savurvirus		Savurvirus yangris	ICTV202318918
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Sawaravirus		Sawaravirus WGPS2	ICTV202009333
Riboviria		Orthornavirae	Negarnaviricota	Polyploviricotina	Bunyaviricetes		Elliovirales		Phasmaviridae		Sawastrivirus		Sawastrivirus sanxiaense	ICTV201856606
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Sawgrhavirus		Sawgrhavirus connecticut	ICTV201907386
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Sawgrhavirus		Sawgrhavirus longisland	ICTV201907387
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Sawgrhavirus		Sawgrhavirus minto	ICTV201907385
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae	Alpharhabdovirinae	Sawgrhavirus		Sawgrhavirus sawgrass	ICTV201907384
Riboviria		Orthornavirae	Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Sbehrnivirus		Sbehrnivirus humicola	ICTV202316642
Volvereviria		Sangervirae	Phixviricota		Microviricetes		Gokushovirales		Pichoviridae		Sbenevirus		Sbenevirus ronchense	ICTV202522978
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Scappvirus		Scappvirus scapp	ICTV202214799
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Scapunavirus		Scapunavirus scap1	ICTV201856754
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Jingchuvirales		Chuviridae		Scarabeuvirus		Scarabeuvirus blattae	ICTV20186048
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Jingchuvirales		Chuviridae		Scarabeuvirus		Scarabeuvirus dentati	ICTV20186056
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Jingchuvirales		Chuviridae		Scarabeuvirus		Scarabeuvirus hubeiense	ICTV20186055
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Jingchuvirales		Chuviridae		Scarabeuvirus		Scarabeuvirus lampyris	ICTV202009740
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Jingchuvirales		Chuviridae		Scarabeuvirus		Scarabeuvirus lishiense	ICTV20186059
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Jingchuvirales		Chuviridae		Scarabeuvirus		Scarabeuvirus supellae	ICTV202214133
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Jingchuvirales		Chuviridae		Scarabeuvirus		Scarabeuvirus trichopriae	ICTV202214135
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Crassvirales		Darmviridae		Scendivirus		Scendivirus animalis	ICTV202113451
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Herelleviridae	Brockvirinae	Schiekvirus		Schiekvirus 163	ICTV202318042
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Herelleviridae	Brockvirinae	Schiekvirus		Schiekvirus A2	ICTV202318038
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Herelleviridae	Brockvirinae	Schiekvirus		Schiekvirus Ccs1	ICTV202318043
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Herelleviridae	Brockvirinae	Schiekvirus		Schiekvirus EFDG1	ICTV201856970
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Herelleviridae	Brockvirinae	Schiekvirus		Schiekvirus EFP01	ICTV201907662
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Herelleviridae	Brockvirinae	Schiekvirus		Schiekvirus EfV12	ICTV201907661
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Herelleviridae	Brockvirinae	Schiekvirus		Schiekvirus Efgrng	ICTV202318037
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Herelleviridae	Brockvirinae	Schiekvirus		Schiekvirus Efsszw1	ICTV202318031
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Herelleviridae	Brockvirinae	Schiekvirus		Schiekvirus Gvesp1	ICTV202318035
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Herelleviridae	Brockvirinae	Schiekvirus		Schiekvirus Pef771	ICTV202318036
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Herelleviridae	Brockvirinae	Schiekvirus		Schiekvirus Porthos	ICTV202318044
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Herelleviridae	Brockvirinae	Schiekvirus		Schiekvirus Shef13	ICTV202318032
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Herelleviridae	Brockvirinae	Schiekvirus		Schiekvirus Shef16	ICTV202318045
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Herelleviridae	Brockvirinae	Schiekvirus		Schiekvirus Tje1	ICTV202318033
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Herelleviridae	Brockvirinae	Schiekvirus		Schiekvirus Tje2	ICTV202318039
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Herelleviridae	Brockvirinae	Schiekvirus		Schiekvirus ben	ICTV202318041
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Herelleviridae	Brockvirinae	Schiekvirus		Schiekvirus bill	ICTV202318034
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Herelleviridae	Brockvirinae	Schiekvirus		Schiekvirus bop	ICTV202318040
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Herelleviridae	Brockvirinae	Schiekvirus		Schiekvirus if6	ICTV202318046
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Herelleviridae	Brockvirinae	Schiekvirus		Schiekvirus sv113	ICTV202318047
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Nixviridae		Schifferlevirus		Schifferlevirus pging00N	ICTV202419947
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Nixviridae		Schifferlevirus		Schifferlevirus pging00O	ICTV202419948
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Nixviridae		Schifferlevirus		Schifferlevirus pging00P	ICTV202419949
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Nixviridae		Schifferlevirus		Schifferlevirus pging00Q	ICTV202419950
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Pantevenvirales		Straboviridae		Schizotequatrovirus		Schizotequatrovirus KVP40	ICTV20115487
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Pantevenvirales		Straboviridae		Schizotequatrovirus		Schizotequatrovirus valkk3	ICTV20150056
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes		Pantevenvirales		Straboviridae		Schizotequatrovirus		Schizotequatrovirus vh7d	ICTV202113673
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes					Ruthgordonvirinae	Schmidtvirus		Schmidtvirus schmidt	ICTV202112908
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Schmidvirus		Schmidvirus KHP30	ICTV20164932
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Schmidvirus		Schmidvirus KHP40	ICTV20164933
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Schmidvirus		Schmidvirus sv1961P	ICTV20164931
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Schmittlotzvirus		Schmittlotzvirus sv771	ICTV201908029
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Schnabeltiervirus		Schnabeltiervirus schnabeltier	ICTV201908031
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes						Schubertvirus		Schubertvirus schubert	ICTV201907665
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Zimmerviridae		Schuylkillvirus		Schuylkillvirus Fels1	ICTV202523264
Floreoviria		Shotokuvirae	Cossaviricota		Quintoviricetes		Piccovirales		Parvoviridae	Densovirinae	Scindoambidensovirus		Scindoambidensovirus dipteran1	ICTV202420268
Floreoviria		Shotokuvirae	Cossaviricota		Quintoviricetes		Piccovirales		Parvoviridae	Densovirinae	Scindoambidensovirus		Scindoambidensovirus hemipteran1	ICTV20132538
Floreoviria		Shotokuvirae	Cossaviricota		Quintoviricetes		Piccovirales		Parvoviridae	Densovirinae	Scindoambidensovirus		Scindoambidensovirus hymenopteran1	ICTV20165411
Floreoviria		Shotokuvirae	Cossaviricota		Quintoviricetes		Piccovirales		Parvoviridae	Densovirinae	Scindoambidensovirus		Scindoambidensovirus incertum1	ICTV202214057
Floreoviria		Shotokuvirae	Cossaviricota		Quintoviricetes		Piccovirales		Parvoviridae	Densovirinae	Scindoambidensovirus		Scindoambidensovirus incertum2	ICTV202214058
Floreoviria		Shotokuvirae	Cossaviricota		Quintoviricetes		Piccovirales		Parvoviridae	Densovirinae	Scindoambidensovirus		Scindoambidensovirus orthopteran1	ICTV20132540
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Hirszfeldviridae		Scipiovirus		Scipiovirus Scipio	ICTV202523063
Varidnaviria		Bamfordvirae	Nucleocytoviricota		Pokkesviricetes		Chitovirales		Poxviridae	Chordopoxvirinae	Sciuripoxvirus		Sciuripoxvirus squirrelpox	ICTV19991488
Duplodnaviria		Heunggongvirae	Uroviricota		Caudoviricetes				Herelleviridae	Twortvirinae	Sciuriunavirus		Sciuriunavirus SscM1	ICTV201908033
Riboviria		Orthornavirae	Kitrinoviricota		Alsuviricetes		Tymovirales		Alphaflexiviridae		Sclerodarnavirus		Sclerodarnavirus sclerotiniae	ICTV20093094
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Mymonaviridae		Sclerotimonavirus		Sclerotimonavirus alphaalternariae	ICTV202318273
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Mymonaviridae		Sclerotimonavirus		Sclerotimonavirus alphabotrytidis	ICTV202112962
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Mymonaviridae		Sclerotimonavirus		Sclerotimonavirus alphaclarireediae	ICTV202008882
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Mymonaviridae		Sclerotimonavirus		Sclerotimonavirus alphaplasmoparae	ICTV202008879
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Mymonaviridae		Sclerotimonavirus		Sclerotimonavirus alpharhipicephali	ICTV202318271
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Mymonaviridae		Sclerotimonavirus		Sclerotimonavirus alternariae	ICTV202008876
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Mymonaviridae		Sclerotimonavirus		Sclerotimonavirus asiafusarii	ICTV202214212
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Mymonaviridae		Sclerotimonavirus		Sclerotimonavirus betaalternariae	ICTV202318274
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Mymonaviridae		Sclerotimonavirus		Sclerotimonavirus betabotrytidis	ICTV202112963
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Mymonaviridae		Sclerotimonavirus		Sclerotimonavirus betaclarireediae	ICTV202008883
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Mymonaviridae		Sclerotimonavirus		Sclerotimonavirus betaplasmoparae	ICTV202008880
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Mymonaviridae		Sclerotimonavirus		Sclerotimonavirus betarhipicephali	ICTV202318272
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Mymonaviridae		Sclerotimonavirus		Sclerotimonavirus botrytidis	ICTV202008881
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Mymonaviridae		Sclerotimonavirus		Sclerotimonavirus ceratocystis	ICTV202318270
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Mymonaviridae		Sclerotimonavirus		Sclerotimonavirus cryphonectriae	ICTV202112964
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Mymonaviridae		Sclerotimonavirus		Sclerotimonavirus fusarii	ICTV20186243
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Mymonaviridae		Sclerotimonavirus		Sclerotimonavirus illinoisense	ICTV20186244
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Mymonaviridae		Sclerotimonavirus		Sclerotimonavirus penicillii	ICTV202008878
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Mymonaviridae		Sclerotimonavirus		Sclerotimonavirus prolifusarii	ICTV202318269
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Mymonaviridae		Sclerotimonavirus		Sclerotimonavirus sclerotiniae	ICTV20151165
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Mymonaviridae		Sclerotimonavirus		Sclerotimonavirus terrae	ICTV202008877
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Mymonaviridae		Sclerotimonavirus		Sclerotimonavirus trichodermae	ICTV202318275
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Mymonaviridae		Sclerotimonavirus		Sclerotimonavirus xinjiangense	ICTV202214213
Riboviria		Orthornavirae	Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Mymonaviridae		Sclerotimonavirus		Sclerotimonavirus yunnanense	ICTV202214214
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Botourmiaviridae		Scleroulivirus		Scleroulivirus alphaglycinae	ICTV201856285
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Botourmiaviridae		Scleroulivirus		Scleroulivirus alphaoryzae	ICTV202215014
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Botourmiaviridae		Scleroulivirus		Scleroulivirus alphapestalotiopsis	ICTV202215013
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Botourmiaviridae		Scleroulivirus		Scleroulivirus alphaplasmoparae	ICTV202112578
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Botourmiaviridae		Scleroulivirus		Scleroulivirus betaglycinae	ICTV201856286
Riboviria		Orthornavirae	Lenarviricota		Miaviricetes		Ourlivirales		Botourmiaviridae		Scleroulivirus		Scleroulivirus betaplasmoparae	ICTV202112579
